url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,asset,query,timestamp_utc,text_for_sentiment,finbert_label,finbert_confidence,sentiment_score
https://bravenewcoin.com/insights/ethereum-eth-price-prediction-bitcoin-led-cycle-signals-delayed-surge-as-2300-test-eyes-immediate-breakout,,"Ethereum ( ETH ) Price Prediction : Bitcoin - Led Cycle Signals Delayed Surge as $2 , 300 Test Eyes Immediate Breakout",20260424T224500Z,https://bravenewcoin.com/wp-content/uploads/2026/04/Bnc-Apr-25-4153.jpg,bravenewcoin.com,English,United States,ETH,ethereum,2026-04-24 22:45:00+00:00,"Ethereum ( ETH ) Price Prediction : Bitcoin - Led Cycle Signals Delayed Surge as $2 , 300 Test Eyes Immediate Breakout",negative,0.44379886984825134,-1
https://www.newsbtc.com/news/ethereum/realistic-ethereum-targets/,https://www.newsbtc.com/news/ethereum/realistic-ethereum-targets/amp/,Analyst Shares  Realistic  Ethereum Price Targets For The Next 3 Years,20260411T004500Z,https://www.newsbtc.com/wp-content/uploads/2026/04/Ethereum-from-iStock-7.jpg?fit=612%2C408,newsbtc.com,English,United States,ETH,ethereum,2026-04-11 00:45:00+00:00,Analyst Shares  Realistic  Ethereum Price Targets For The Next 3 Years,neutral,0.85707688331604,0
https://www.newsbtc.com/news/ethereum/bitmines-ethereum-holdings-reach-record-5-million-tokens-ceos-bullish-outlook/,https://www.newsbtc.com/news/ethereum/bitmines-ethereum-holdings-reach-record-5-million-tokens-ceos-bullish-outlook/amp/,Bitmine Ethereum Holdings Reach Record 5 Million Tokens – CEO Bullish Outlook,20260428T081500Z,https://www.newsbtc.com/wp-content/uploads/2026/04/image_RqChPnWj_1777303873637_raw.jpg?fit=1024%2C1024,newsbtc.com,English,United States,ETH,ethereum,2026-04-28 08:15:00+00:00,Bitmine Ethereum Holdings Reach Record 5 Million Tokens – CEO Bullish Outlook,positive,0.8592914938926697,1
https://www.fool.com/investing/2026/04/26/could-this-cryptocurrency-help-you-build-a-fortune/?source=iedfolrf0000001,,Could This Cryptocurrency Help You Build a Fortune Over the Next Decade ? ,20260426T121500Z,https://g.foolcdn.com/editorial/images/864920/ethereum-virtual-money.jpg,fool.com,English,United States,ETH,ethereum,2026-04-26 12:15:00+00:00,Could This Cryptocurrency Help You Build a Fortune Over the Next Decade ? ,neutral,0.785895586013794,0
https://www.newsbtc.com/news/ethereum/ethereum-just-turtle-soup/,https://www.newsbtc.com/news/ethereum/ethereum-just-turtle-soup/amp/,"Analyst Says Ethereum Just Confirmed A  Turtle Soup , Here What It Means",20260420T094500Z,https://www.newsbtc.com/wp-content/uploads/2026/04/Ethereum-turtle-soup.jpeg?fit=1536%2C1024,newsbtc.com,English,United States,ETH,ethereum,2026-04-20 09:45:00+00:00,"Analyst Says Ethereum Just Confirmed A  Turtle Soup , Here What It Means",neutral,0.9325087070465088,0
https://bravenewcoin.com/insights/ethereum-eth-price-prediction-supply-shock-meets-resistance-is-eth-preparing-for-a-2500-push,,"Ethereum ( ETH ) Price Prediction : Supply Shock Meets Resistance Is ETH Preparing for a $2 , 500 Push ? ",20260409T231500Z,https://bravenewcoin.com/wp-content/uploads/2026/04/Bnc-Apr-10-3978.jpg,bravenewcoin.com,English,United States,ETH,ethereum,2026-04-09 23:15:00+00:00,"Ethereum ( ETH ) Price Prediction : Supply Shock Meets Resistance Is ETH Preparing for a $2 , 500 Push ? ",neutral,0.7232489585876465,0
https://www.newsbtc.com/altcoin/the-ethereum-golden-triangle-that-has-predicted-every-move-shows-where-price-is-headed/,https://www.newsbtc.com/altcoin/the-ethereum-golden-triangle-that-has-predicted-every-move-shows-where-price-is-headed/amp/,The Ethereum Golden Triangle That Has Predicted Every Move Shows Where Price Is Headed,20260426T080000Z,,newsbtc.com,English,United States,ETH,ethereum,2026-04-26 08:00:00+00:00,The Ethereum Golden Triangle That Has Predicted Every Move Shows Where Price Is Headed,neutral,0.9098034501075745,0
https://www.newsbtc.com/news/ethereum/ethereum-ascending-channel-sell/,https://www.newsbtc.com/news/ethereum/ethereum-ascending-channel-sell/amp/,"Ethereum Ascending Channel Puts Price At $5 , 700 , Analyst Reveals When To Sell",20260407T130000Z,https://www.newsbtc.com/wp-content/uploads/2026/02/ChatGPT-Image-Feb-25-2026-11_06_40-AM.png?fit=1111%2C740,newsbtc.com,English,United States,ETH,ethereum,2026-04-07 13:00:00+00:00,"Ethereum Ascending Channel Puts Price At $5 , 700 , Analyst Reveals When To Sell",neutral,0.9439199566841125,0
https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-price-today-monday-april-27-2026-prices-hold-ahead-of-potential-peace-talks-and-fed-meeting-114927492.html,,"Bitcoin and ethereum price today , Monday , April 27 , 2026 : Prices hold ahead of potential peace talks and Fed meeting",20260427T121500Z,https://s.yimg.com/uu/api/res/1.2/8IgKHs0.oTwPcn40eBVnmg--~B/aD00MDg7dz02MTI7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/bitcoin_1_3688.jpg,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-27 12:15:00+00:00,"Bitcoin and ethereum price today , Monday , April 27 , 2026 : Prices hold ahead of potential peace talks and Fed meeting",negative,0.8130139708518982,-1
https://www.manilatimes.net/2026/04/23/tmt-newswire/globenewswire/crypto-news-ethereum-based-crypto-pepeto-presale-stage-update-whilst-ethereum-price-prediction-hits-250000/2326466,https://www.manilatimes.net/2026/04/23/tmt-newswire/globenewswire/crypto-news-ethereum-based-crypto-pepeto-presale-stage-update-whilst-ethereum-price-prediction-hits-250000/2326466/amp,"Crypto News : Ethereum Based Crypto Pepeto Presale Stage Update Whilst Ethereum Price Prediction Hits $250 , 000",20260422T201500Z,https://www.manilatimes.net/manilatimes/uploads/images/2026/04/23/1025058.jpg,manilatimes.net,English,Philippines,ETH,ethereum,2026-04-22 20:15:00+00:00,"Crypto News : Ethereum Based Crypto Pepeto Presale Stage Update Whilst Ethereum Price Prediction Hits $250 , 000",neutral,0.8199781179428101,0
https://www.newsbtc.com/news/ethereum-net-taker-volume-turns-positive/,https://www.newsbtc.com/news/ethereum-net-taker-volume-turns-positive/amp/,Ethereum Net Taker Volume Rises To Most Positive Level Since 2023 – Bullish Reversal Soon ? ,20260405T173000Z,https://www.newsbtc.com/wp-content/uploads/2025/07/iStock-1333288705.jpg?fit=1243%2C843,newsbtc.com,English,United States,ETH,ethereum,2026-04-05 17:30:00+00:00,Ethereum Net Taker Volume Rises To Most Positive Level Since 2023 – Bullish Reversal Soon ? ,positive,0.9326723217964172,1
https://www.newsbtc.com/ethereum-news/ethereum-first-supertrend-bullish-flip-year/,https://www.newsbtc.com/ethereum-news/ethereum-first-supertrend-bullish-flip-year/amp/,Ethereum Sees First SuperTrend Bullish Flip In Over A Year,20260422T050000Z,https://www.newsbtc.com/wp-content/uploads/2026/04/eth_2e46f3.png?fit=1672%2C941,newsbtc.com,English,United States,ETH,ethereum,2026-04-22 05:00:00+00:00,Ethereum Sees First SuperTrend Bullish Flip In Over A Year,positive,0.6187034845352173,1
https://www.newsbtc.com/ethereum-news/ethereum-steals-the-spotlight-as-capital-moves-away-from-bitcoin/,https://www.newsbtc.com/ethereum-news/ethereum-steals-the-spotlight-as-capital-moves-away-from-bitcoin/amp/,Ethereum Steals The Spotlight As Capital Moves Away From Bitcoin,20260411T141500Z,,newsbtc.com,English,United States,ETH,ethereum,2026-04-11 14:15:00+00:00,Ethereum Steals The Spotlight As Capital Moves Away From Bitcoin,positive,0.5057438015937805,1
https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-price-today-thursday-april-23-2026-strong-opening-for-bitcoin-but-traders-still-cautious-114021085.html,,"Bitcoin and ethereum price today , Thursday , April 23 , 2026 : Strong opening for bitcoin , but traders still cautious",20260423T121500Z,https://s.yimg.com/uu/api/res/1.2/nI.hSGR3_nPaHq8YIx06HA--~B/aD00NTk7dz02MTI7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/ethereum_%20_bitcoin_0304.jpg,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-23 12:15:00+00:00,"Bitcoin and ethereum price today , Thursday , April 23 , 2026 : Strong opening for bitcoin , but traders still cautious",positive,0.9373262524604797,1
https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-price-today-thursday-april-16-2026-prices-hold-amid-profit-taking-and-cautious-outlook-111641743.html,,"Bitcoin and ethereum price today , Thursday , April 16 , 2026 : Prices hold amid profit - taking and cautious outlook",20260417T184500Z,https://s.yimg.com/uu/api/res/1.2/nI.hSGR3_nPaHq8YIx06HA--~B/aD00NTk7dz02MTI7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/ethereum_%20_bitcoin_0304.jpg,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-17 18:45:00+00:00,"Bitcoin and ethereum price today , Thursday , April 16 , 2026 : Prices hold amid profit - taking and cautious outlook",negative,0.9376010894775391,-1
https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-price-today-wednesday-april-8-2026-prices-rise-after-us-iran-ceasefire-announcement-113837833.html,,"Bitcoin and ethereum price today , Wednesday , April 8 , 2026 : Prices rise after U . S .- Iran ceasefire announcement",20260408T120000Z,,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-08 12:00:00+00:00,"Bitcoin and ethereum price today , Wednesday , April 8 , 2026 : Prices rise after U . S .- Iran ceasefire announcement",positive,0.8914509415626526,1
https://finance.yahoo.com/markets/crypto/articles/ethereum-price-prediction-eth-reach-215131478.html,,"Ethereum Price Prediction : Can ETH Reach $3 , 000 Before the Glamsterdam Upgrade ? ",20260423T221500Z,https://s.yimg.com/ny/api/res/1.2/x8_8n0f2BP4gxZGlh_OXZA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD00NDE-/https://media.zenfs.com/en/24_7_wall_st__718/2ad1347203ed4ab4d30ce7a77c767f58,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-23 22:15:00+00:00,"Ethereum Price Prediction : Can ETH Reach $3 , 000 Before the Glamsterdam Upgrade ? ",neutral,0.8474629521369934,0
https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-price-today-thursday-april-9-2026-crypto-rally-slows-as-ceasefire-wavers-112457545.html,,"Bitcoin and ethereum price today , Thursday , April 9 , 2026 : Crypto rally slows as ceasefire wavers",20260409T171500Z,https://s.yimg.com/uu/api/res/1.2/nI.hSGR3_nPaHq8YIx06HA--~B/aD00NTk7dz02MTI7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/ethereum_%20_bitcoin_0304.jpg,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-09 17:15:00+00:00,"Bitcoin and ethereum price today , Thursday , April 9 , 2026 : Crypto rally slows as ceasefire wavers",negative,0.9342085719108582,-1
https://finance.yahoo.com/markets/crypto/articles/could-cryptocurrency-help-build-fortune-101500647.html,,Could This Cryptocurrency Help You Build a Fortune Over the Next Decade ? ,20260426T104500Z,https://s.yimg.com/ny/api/res/1.2/HiQYw6I.jitOTkMQDq4fxw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/motleyfool.com/baf3e7c0d6799be4031e017a353402af,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-26 10:45:00+00:00,Could This Cryptocurrency Help You Build a Fortune Over the Next Decade ? ,neutral,0.785895586013794,0
https://www.newsbtc.com/news/ethereum/hidden-fvg-zone-ethereum-10000/,https://www.newsbtc.com/news/ethereum/hidden-fvg-zone-ethereum-10000/amp/,"The Hidden FVG Zone That Says Ethereum Price Could Rally To $10 , 000",20260417T204500Z,https://www.newsbtc.com/wp-content/uploads/2026/04/ChatGPT-Image-Apr-17-2026-12_16_11-PM.jpeg?fit=1536%2C1024,newsbtc.com,English,United States,ETH,ethereum,2026-04-17 20:45:00+00:00,"The Hidden FVG Zone That Says Ethereum Price Could Rally To $10 , 000",positive,0.7557140588760376,1
https://www.forbes.com/sites/digital-assets/2026/04/06/drop-to-1500-ethereum-suddenly-faces-60-odds-of-losing-crown/,,"Ethereum Price Prediction : Crash Could Push ETH To $1 , 500",20260407T040000Z,https://imageio.forbes.com/specials-images/imageserve/69d4708f154ba4004c3955e4/0x0.jpg?format=jpg&fit=bounds,forbes.com,English,United States,ETH,ethereum,2026-04-07 04:00:00+00:00,"Ethereum Price Prediction : Crash Could Push ETH To $1 , 500",negative,0.7859938144683838,-1
https://www.fool.com/investing/2026/04/18/should-you-buy-crypto-before-the-next-crypto-bull/?source=iedfolrf0000001,,Should You Buy Ethereum Before the Next Crypto Bull Run ? ,20260418T210000Z,https://g.foolcdn.com/editorial/images/864913/investor-considers-screen-while-writing-on-pad.jpg,fool.com,English,United States,ETH,ethereum,2026-04-18 21:00:00+00:00,Should You Buy Ethereum Before the Next Crypto Bull Run ? ,neutral,0.942240297794342,0
https://www.fool.com/investing/2026/04/08/5-new-risks-to-ethereum-just-surfaced/?source=iedfolrf0000001,,5 New Risks to Ethereum Just Surfaced . Is The Coin Still a Buy ? ,20260408T090000Z,https://g.foolcdn.com/editorial/images/863582/frustrated-investor-sits-at-desk-at-night.jpg,fool.com,English,United States,ETH,ethereum,2026-04-08 09:00:00+00:00,5 New Risks to Ethereum Just Surfaced . Is The Coin Still a Buy ? ,neutral,0.8961089253425598,0
https://finance.yahoo.com/markets/crypto/articles/crypto-crash-buy-solana-68-221100462.html,,Crypto Crash : Should You Buy Solana After Its 68 % Plunge ? ,20260411T053000Z,https://s.yimg.com/ny/api/res/1.2/NVQ.ef6BgxhErmOecIjzaA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/motleyfool.com/97650608432b1a3ea42c68e416fde64d,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-11 05:30:00+00:00,Crypto Crash : Should You Buy Solana After Its 68 % Plunge ? ,neutral,0.8895221948623657,0
https://www.newsbtc.com/news/ethereum/ethereum-major-reversal/,https://www.newsbtc.com/news/ethereum/ethereum-major-reversal/amp/,"Ethereum Signals Major Reversal - $2 , 900 Target Back In Focus",20260419T010000Z,https://www.newsbtc.com/wp-content/uploads/2026/04/Ethereum-from-Pxfuel-3.jpg?fit=850%2C478,newsbtc.com,English,United States,ETH,ethereum,2026-04-19 01:00:00+00:00,"Ethereum Signals Major Reversal - $2 , 900 Target Back In Focus",positive,0.6821910738945007,1
https://www.fool.com/investing/2026/04/18/with-hugetransaction-volume-is-solana-a-buy/?source=iedfolrf0000001,,Solana Has Processed More Transactions Than Ethereum -- Is It a Buy ? ,20260419T030000Z,,fool.com,English,United States,ETH,ethereum,2026-04-19 03:00:00+00:00,Solana Has Processed More Transactions Than Ethereum -- Is It a Buy ? ,neutral,0.911877453327179,0
https://www.fool.com/investing/2026/04/19/this-cryptocurrency-has-quietly-outperformed-bitco/?source=iedfolrf0000001,,This Cryptocurrency Has Quietly Outperformed Bitcoin Over the Last Year,20260420T001500Z,https://g.foolcdn.com/editorial/images/864910/investor-ponders-a-screen.jpg,fool.com,English,United States,ETH,ethereum,2026-04-20 00:15:00+00:00,This Cryptocurrency Has Quietly Outperformed Bitcoin Over the Last Year,positive,0.8337126970291138,1
https://www.newsbtc.com/ethereum-news/capital-is-rotating-from-bitcoin-to-ethereum-on-chain-data-shows-it-is-not-over/,https://www.newsbtc.com/ethereum-news/capital-is-rotating-from-bitcoin-to-ethereum-on-chain-data-shows-it-is-not-over/amp/,Capital Is Rotating From Bitcoin To Ethereum – On - Chain Data Shows It Is Not Over,20260411T050000Z,https://www.newsbtc.com/wp-content/uploads/2026/04/Untitled-design-59.jpg?fit=1792%2C1024,newsbtc.com,English,United States,ETH,ethereum,2026-04-11 05:00:00+00:00,Capital Is Rotating From Bitcoin To Ethereum – On - Chain Data Shows It Is Not Over,negative,0.4938422441482544,-1
https://www.newsbtc.com/news/ethereum/ethereum-macd-golden-cross-price-surged-74-3-times/,https://www.newsbtc.com/news/ethereum/ethereum-macd-golden-cross-price-surged-74-3-times/amp/,Ethereum MACD Flashes Golden Cross Price Surged 74 % + Last 3 Times,20260416T080000Z,https://www.newsbtc.com/wp-content/uploads/2026/04/eth_24b021.png?fit=1382%2C921,newsbtc.com,English,United States,ETH,ethereum,2026-04-16 08:00:00+00:00,Ethereum MACD Flashes Golden Cross Price Surged 74 % + Last 3 Times,positive,0.9327192306518555,1
https://finance.yahoo.com/markets/crypto/articles/asked-chatgpt-explain-ethereum-m-141704920.html,,I Asked ChatGPT To Explain Ethereum to Me Like Im 12,20260404T144500Z,https://s.yimg.com/ny/api/res/1.2/4NHVkR30ndExG7hkJFtNdw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/gobankingrates_644/43cb02abb5916637e20f89a89816b9ba,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-04 14:45:00+00:00,I Asked ChatGPT To Explain Ethereum to Me Like Im 12,neutral,0.9295859932899475,0
https://finance.yahoo.com/markets/crypto/articles/td-cuts-bitcoin-giant-strategys-220921727.html,,"TD Cuts Bitcoin Giant Strategy Price Target , Calls Ethereum Treasury Sharplink a  Buy  ",20260411T053000Z,https://s.yimg.com/ny/api/res/1.2/CzbYjRepMvMKxZl76g32Lg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/decrypt_157/7e5fd3c1a8294e9cec25b7494a6d2c73,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-11 05:30:00+00:00,"TD Cuts Bitcoin Giant Strategy Price Target , Calls Ethereum Treasury Sharplink a  Buy  ",neutral,0.6284324526786804,0
https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-prices-today-friday-april-10-2026-prices-rise-ahead-of-cpi-report-111733660.html,,"Bitcoin and ethereum prices today , Friday , April 10 , 2026 : Prices rise ahead of CPI report",20260410T181500Z,https://s.yimg.com/uu/api/res/1.2/g2FYNRdQidSyHITH_Hia0Q--~B/aD0zNzc7dz02MTI7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/bitcoin_2_9860.jpg,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-10 18:15:00+00:00,"Bitcoin and ethereum prices today , Friday , April 10 , 2026 : Prices rise ahead of CPI report",positive,0.9175933599472046,1
https://www.newsbtc.com/news/ethereum/ethereum-flips-major-resistance-bulls-eye-return-to-2900/,https://www.newsbtc.com/news/ethereum/ethereum-flips-major-resistance-bulls-eye-return-to-2900/amp/,"Ethereum Flips Major Resistance - Bulls Eye Return To $2 , 900",20260418T110000Z,https://www.newsbtc.com/wp-content/uploads/2026/04/51374775737_75db16e1d7_b.jpg,newsbtc.com,English,United States,ETH,ethereum,2026-04-18 11:00:00+00:00,"Ethereum Flips Major Resistance - Bulls Eye Return To $2 , 900",positive,0.6890752911567688,1
https://www.insidermonkey.com/blog/bitmine-bmnr-now-owns-4-of-all-ethereum-and-is-closing-in-on-5-1742374/,https://www.insidermonkey.com/blog/bitmine-bmnr-now-owns-4-of-all-ethereum-and-is-closing-in-on-5-1742374/?amp=1,BitMine ( BMNR ) Now Owns 4 % of All Ethereum and Is Closing In on 5 % ,20260421T121500Z,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2025/11/04114956/Bitcoin-and-ethereum-coins-pexels-jonathanborba-14911424.jpg,insidermonkey.com,English,United States,ETH,ethereum,2026-04-21 12:15:00+00:00,BitMine ( BMNR ) Now Owns 4 % of All Ethereum and Is Closing In on 5 % ,neutral,0.9331009387969971,0
https://www.insidermonkey.com/blog/bit-digital-inc-btbt-top-ai-stock-to-buy-under-25-1742907/,https://www.insidermonkey.com/blog/bit-digital-inc-btbt-top-ai-stock-to-buy-under-25-1742907/?amp=1,"Bit Digital , Inc ( BTBT ): Top AI Stock to Buy Under $25",20260421T181500Z,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2017/03/12140703/shutterstock_421484053.jpg,insidermonkey.com,English,United States,ETH,ethereum,2026-04-21 18:15:00+00:00,"Bit Digital , Inc ( BTBT ): Top AI Stock to Buy Under $25",neutral,0.5897143483161926,0
https://www.openpr.com/news/4462783/bnb-price-prediction-gains-strength-as-fermi-hard-fork-cuts-block,,BNB Price Prediction Gains Strength as Fermi Hard Fork Cuts Block,20260409T153000Z,https://cdn.open-pr.com/L/4/L409288646_g.jpg,openpr.com,English,United States,ETH,ethereum,2026-04-09 15:30:00+00:00,BNB Price Prediction Gains Strength as Fermi Hard Fork Cuts Block,positive,0.8358726501464844,1
https://finance.yahoo.com/markets/crypto/articles/buy-ethereum-next-crypto-bull-192000618.html,,Should You Buy Ethereum Before the Next Crypto Bull Run ? ,20260418T200000Z,https://s.yimg.com/ny/api/res/1.2/ttwv20.C5riYMiMjdVGHiA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/motleyfool.com/effe99a86edf3f277fcc2b63c3e6d4ba,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-18 20:00:00+00:00,Should You Buy Ethereum Before the Next Crypto Bull Run ? ,neutral,0.942240297794342,0
https://finance.yahoo.com/news/bitmine-reports-3-8-billion-125000138.html,,Bitmine Reports $3 . 8 Billion Loss As Ethereum Sinks,20260415T134500Z,https://s.yimg.com/os/en/cryptoprowl_304/2296699a02637e6379fcedcc52b9bcb3,finance.yahoo.com,English,United States,ETH,ethereum,2026-04-15 13:45:00+00:00,Bitmine Reports $3 . 8 Billion Loss As Ethereum Sinks,negative,0.9602453112602234,-1
